county,state,fips,code,flag,population
Knott,Kentucky,21119,KY, ,14806
Carbon,Wyoming,56007,WY, ,14800
Hamilton,Iowa,19079,IA, ,14773
Jackson,Texas,48239,TX, ,14760
Nolan,Texas,48353,TX, ,14714
Gasconade,Missouri,29073,MO, ,14706
Cannon,Tennessee,47015,TN, ,14678
Choctaw,Oklahoma,40023,OK, ,14672
Trinity,Texas,48455,TX, ,14651
Trigg,Kentucky,21221,KY, ,14651
Hale,Alabama,1065,AL, ,14651
Clarke,Virginia,51043,VA, ,14619
Falls Church city,Virginia,51610,VA, ,14617
Pendleton,Kentucky,21191,KY, ,14590
Fleming,Kentucky,21069,KY, ,14581
Calhoun,South Carolina,45017,SC, ,14553
Clay,Arkansas,5021,AR, ,14551
Renville,Minnesota,27129,MN, ,14548
Bourbon,Kansas,20011,KS, ,14534
Fulton,Pennsylvania,42057,PA, ,14530
Morgan,Ohio,39115,OH, ,14508
Las Animas,Colorado,8071,CO, ,14506
Moultrie,Illinois,17139,IL, ,14501
Mono,California,6051,CA, ,14444
Butler,Iowa,19023,IA, ,14439
Hamilton,Florida,12047,FL, ,14428
Noble,Ohio,39121,OH, ,14424
Larue,Kentucky,21123,KY, ,14398
Union,Kentucky,21225,KY, ,14381
McIntosh,Georgia,13191,GA, ,14378
Calhoun,Mississippi,28013,MS, ,14361
Cedar,Missouri,29039,MO, ,14349
Dickenson,Virginia,51051,VA, ,14318
Carroll,Illinois,17015,IL, ,14305
Walthall,Mississippi,28147,MS, ,14286
Madison,Texas,48313,TX, ,14284
Swain,North Carolina,37173,NC, ,14271
Jefferson,Florida,12065,FL, ,14246
Crockett,Tennessee,47033,TN, ,14230
Saline,Nebraska,31151,NE, ,14224
Jasper,Georgia,13159,GA, ,14219
Zapata,Texas,48505,TX, ,14179
Rusk,Wisconsin,55107,WI, ,14178
Oglala Lakota,South Dakota,46102,SD, ,14177
Rolette,North Dakota,38079,ND, ,14176
Craig,Oklahoma,40035,OK, ,14142
Pennington,Minnesota,27113,MN, ,14119
Estill,Kentucky,21065,KY, ,14106
Calhoun,Florida,12013,FL, ,14105
Murray,Oklahoma,40099,OK, ,14073
Clay,South Dakota,46027,SD, ,14070
Bamberg,South Carolina,45009,SC, ,14066
Harrison,Iowa,19085,IA, ,14049
Crawford,Michigan,26039,MI, ,14029
Archuleta,Colorado,8007,CO, ,14029
Newton,Indiana,18111,IN, ,13984
Gogebic,Michigan,26053,MI, ,13975
Screven,Georgia,13251,GA, ,13966
Braxton,West Virginia,54007,WV, ,13957
Callahan,Texas,48059,TX, ,13943
Chowan,North Carolina,37041,NC, ,13943
Winn,Louisiana,22127,LA, ,13904
Ketchikan Gateway Borough,Alaska,2130,AK, ,13901
Washington,Illinois,17189,IL, ,13887
Franklin,Idaho,16041,ID, ,13876
Converse,Wyoming,56009,WY, ,13822
Glades,Florida,12043,FL, ,13811
Tallahatchie,Mississippi,28135,MS, ,13809
Lamar,Alabama,1075,AL, ,13805
Hardy,West Virginia,54031,WV, ,13776
Massac,Illinois,17127,IL, ,13772
Crenshaw,Alabama,1041,AL, ,13772
Atoka,Oklahoma,40005,OK, ,13758
Glacier,Montana,30035,MT, ,13753
O'Brien,Iowa,19141,IA, ,13753
Pend Oreille,Washington,53051,WA, ,13724
Stewart,Tennessee,47161,TN, ,13715
Roane,West Virginia,54087,WV, ,13688
Allamakee,Iowa,19005,IA, ,13687
Wadena,Minnesota,27159,MN, ,13682
York,Nebraska,31185,NE, ,13679
Monroe,Ohio,39111,OH, ,13654
Faribault,Minnesota,27043,MN, ,13653
Gulf,Florida,12045,FL, ,13639
Comanche,Texas,48093,TX, ,13635
Izard,Arkansas,5065,AR, ,13629
Osage,Missouri,29151,MO, ,13615
Newton,Texas,48351,TX, ,13595
Greene,Mississippi,28041,MS, ,13586
White,Illinois,17193,IL, ,13537
Perquimans,North Carolina,37143,NC, ,13463
Grundy,Tennessee,47061,TN, ,13427
Charlton,Georgia,13049,GA, ,13392
Dooly,Georgia,13093,GA, ,13390
Mason,Illinois,17125,IL, ,13359
Price,Wisconsin,55099,WI, ,13351
Jackson,Kentucky,21109,KY, ,13329
Big Horn,Montana,30003,MT, ,13319
Morgan,Kentucky,21175,KY, ,13309
Ripley,Missouri,29181,MO, ,13288
Moffat,Colorado,8081,CO, ,13283
Hughes,Oklahoma,40063,OK, ,13279
Monroe,West Virginia,54063,WV, ,13275
Lewis,Kentucky,21135,KY, ,13275
Madison,Virginia,51113,VA, ,13261
Bienville,Louisiana,22013,LA, ,13241
Clay,Alabama,1027,AL, ,13235
Goshen,Wyoming,56015,WY, ,13211
Howard,Arkansas,5061,AR, ,13202
Millard,Utah,49027,UT, ,13188
Douglas,Missouri,29067,MO, ,13185
Clay,Illinois,17025,IL, ,13184
Mississippi,Missouri,29133,MO, ,13180
Jackson,Kansas,20085,KS, ,13171
Amelia,Virginia,51007,VA, ,13145
Fremont,Idaho,16043,ID, ,13099
Camp,Texas,48063,TX, ,13094
Vinton,Ohio,39163,OH, ,13085
Buffalo,Wisconsin,55011,WI, ,13031
Lincoln,Arkansas,5079,AR, ,13024
Kodiak Island Borough,Alaska,2150,AK, ,12998
Greene,Illinois,17061,IL, ,12969
Ford,Illinois,17053,IL, ,12961
Macon,Georgia,13193,GA, ,12947
Webster,Kentucky,21233,KY, ,12942
Lamb,Texas,48279,TX, ,12893
Shoshone,Idaho,16079,ID, ,12882
Butler,Kentucky,21031,KY, ,12879
Wayne,Missouri,29223,MO, ,12873
Bleckley,Georgia,13023,GA, ,12873
Cass,Iowa,19029,IA, ,12836
Lake,South Dakota,46079,SD, ,12797
Wilbarger,Texas,48487,TX, ,12769
Caldwell,Kentucky,21033,KY, ,12747
Dawson,Texas,48115,TX, ,12728
Pamlico,North Carolina,37137,NC, ,12726
Breathitt,Kentucky,21025,KY, ,12630
Haskell,Oklahoma,40061,OK, ,12627
Presque Isle,Michigan,26141,MI, ,12592
Choctaw,Alabama,1023,AL, ,12589
Lawrence,Mississippi,28077,MS, ,12586
Summers,West Virginia,54089,WV, ,12573
Wright,Iowa,19197,IA, ,12562
Martinsville city,Virginia,51690,VA, ,12554
DeKalb,Missouri,29063,MO, ,12547
Rains,Texas,48379,TX, ,12514
Stone,Arkansas,5137,AR, ,12506
Bath,Kentucky,21011,KY, ,12500
Fulton,Arkansas,5049,AR, ,12477
Sumter,Alabama,1119,AL, ,12427
Appanoose,Iowa,19007,IA, ,12426
Meigs,Tennessee,47121,TN, ,12422
Johnson,Illinois,17087,IL, ,12417
Crawford,Georgia,13079,GA, ,12404
Pike,Indiana,18125,IN, ,12389
Morris,Texas,48343,TX, ,12388
Allen,Kansas,20001,KS, ,12369
Powell,Kentucky,21197,KY, ,12359
Pulaski,Indiana,18131,IN, ,12353
Terry,Texas,48445,TX, ,12337
Amite,Mississippi,28005,MS, ,12297
Todd,Kentucky,21219,KY, ,12294
Trinity,California,6105,CA, ,12285
Poquoson city,Virginia,51735,VA, ,12271
Lewis,Tennessee,47101,TN, ,12268
Little River,Arkansas,5081,AR, ,12259
Boundary,Idaho,16021,ID, ,12245
Union,Iowa,19175,IA, ,12241
Grundy,Iowa,19075,IA, ,12232
Koochiching,Minnesota,27071,MN, ,12229
Jefferson,Montana,30043,MT, ,12221
Live Oak,Texas,48297,TX, ,12207
Lunenburg,Virginia,51111,VA, ,12196
Menard,Illinois,17129,IL, ,12196
Prowers,Colorado,8099,CO, ,12172
Magoffin,Kentucky,21153,KY, ,12161
Edmonson,Kentucky,21061,KY, ,12150
Cass,Illinois,17017,IL, ,12147
Teton,Idaho,16081,ID, ,12142
Bollinger,Missouri,29017,MO, ,12133
Franklin,Florida,12037,FL, ,12125
Morgan,Utah,49029,UT, ,12124
Sanders,Montana,30089,MT, ,12113
Yalobusha,Mississippi,28161,MS, ,12108
Northumberland,Virginia,51133,VA, ,12095
Washington,Kentucky,21229,KY, ,12095
Madison,Missouri,29123,MO, ,12088
Skamania,Washington,53059,WA, ,12083
Conecuh,Alabama,1035,AL, ,12067
Towns,Georgia,13281,GA, ,12037
Red River,Texas,48387,TX, ,12023
Juab,Utah,49023,UT, ,12017
Ward,Texas,48475,TX, ,11998
Okfuskee,Oklahoma,40107,OK, ,11993
Perry,Mississippi,28111,MS, ,11973
Colfax,New Mexico,35007,NM, ,11941
Chickasaw,Iowa,19037,IA, ,11933
Blanco,Texas,48031,TX, ,11931
Heard,Georgia,13149,GA, ,11923
Linn,Missouri,29115,MO, ,11920
Marion,Kansas,20115,KS, ,11884
Charlotte,Virginia,51037,VA, ,11880
Lake,Michigan,26085,MI, ,11853
Zavala,Texas,48507,TX, ,11840
Owyhee,Idaho,16073,ID, ,11823
Chippewa,Minnesota,27023,MN, ,11800
Big Horn,Wyoming,56003,WY, ,11790
Jackson,Tennessee,47087,TN, ,11786
Blackford,Indiana,18009,IN, ,11758
Lyon,Iowa,19119,IA, ,11755
Barton,Missouri,29011,MO, ,11754
Northampton,Virginia,51131,VA, ,11710
Decatur,Tennessee,47039,TN, ,11663
Morrow,Oregon,41049,OR, ,11603
Washington,North Carolina,37187,NC, ,11580
Grant,West Virginia,54023,WV, ,11568
Gates,North Carolina,37073,NC, ,11562
Montgomery,Missouri,29139,MO, ,11551
Wabash,Illinois,17185,IL, ,11520
Ramsey,North Dakota,38071,ND, ,11519
Shelby,Iowa,19165,IA, ,11454
Marshall,Illinois,17123,IL, ,11438
Custer,Montana,30017,MT, ,11402
Nantucket,Massachusetts,25019,MA, ,11399
Valley,Idaho,16085,ID, ,11392
Desha,Arkansas,5041,AR, ,11361
Greensville,Virginia,51081,VA, ,11336
Trousdale,Tennessee,47169,TN, ,11284
Rio Grande,Colorado,8105,CO, ,11267
Pope,Minnesota,27121,MN, ,11249
Cherokee,Iowa,19035,IA, ,11235
Clay,North Carolina,37043,NC, ,11231
Cottonwood,Minnesota,27033,MN, ,11196
Martin,Kentucky,21159,KY, ,11195
Bacon,Georgia,13005,GA, ,11164
Sussex,Virginia,51183,VA, ,11159
Duval,Texas,48131,TX, ,11157
Alleghany,North Carolina,37005,NC, ,11137
Pulaski,Georgia,13235,GA, ,11137
Noble,Oklahoma,40103,OK, ,11131
Jefferson Davis,Mississippi,28065,MS, ,11128
Pushmataha,Oklahoma,40127,OK, ,11096
Johnston,Oklahoma,40069,OK, ,11085
Iron,Michigan,26071,MI, ,11066
Fergus,Montana,30027,MT, ,11050
Louisa,Iowa,19115,IA, ,11035
Roosevelt,Montana,30085,MT, ,11004
Essex,Virginia,51057,VA, ,10953
Madison,Louisiana,22065,LA, ,10951
Green,Kentucky,21087,KY, ,10941
Lincoln,Washington,53043,WA, ,10939
Washita,Oklahoma,40149,OK, ,10916
Chattahoochee,Georgia,13053,GA, ,10907
Owen,Kentucky,21187,KY, ,10901
Watonwan,Minnesota,27165,MN, ,10897
Camden,North Carolina,37029,NC, ,10867
West Carroll,Louisiana,22123,LA, ,10830
Richland,Montana,30083,MT, ,10803
Candler,Georgia,13043,GA, ,10803
Mackinac,Michigan,26097,MI, ,10799
Sierra,New Mexico,35051,NM, ,10791
Box Butte,Nebraska,31013,NE, ,10783
Custer,Nebraska,31041,NE, ,10777
Cumberland,Illinois,17035,IL, ,10766
Bradley,Arkansas,5011,AR, ,10763
Switzerland,Indiana,18155,IN, ,10751
Franklin,Texas,48159,TX, ,10725
Carbon,Montana,30009,MT, ,10725
Red Willow,Nebraska,31145,NE, ,10724
Pike,Arkansas,5109,AR, ,10718
Colfax,Nebraska,31037,NE, ,10709
Guthrie,Iowa,19077,IA, ,10689
Coosa,Alabama,1037,AL, ,10663
Evans,Georgia,13109,GA, ,10654
Monroe,Kentucky,21171,KY, ,10650
Walsh,North Dakota,38099,ND, ,10641
Lake,Minnesota,27075,MN, ,10641
Carroll,Kentucky,21041,KY, ,10631
Hancock,Iowa,19081,IA, ,10630
Lancaster,Virginia,51103,VA, ,10603
Mitchell,Iowa,19131,IA, ,10586
Middlesex,Virginia,51119,VA, ,10582
Crawford,Indiana,18025,IN, ,10577
Mountrail,North Dakota,38061,ND, ,10545
Sabine,Texas,48403,TX, ,10542
Oregon,Missouri,29149,MO, ,10529
Clay,Texas,48077,TX, ,10471
Perry,Arkansas,5105,AR, ,10455
Butte,South Dakota,46019,SD, ,10429
Lanier,Georgia,13173,GA, ,10423
Noxubee,Mississippi,28103,MS, ,10417
Barnes,North Dakota,38003,ND, ,10415
Alcona,Michigan,26001,MI, ,10405
Roberts,South Dakota,46109,SD, ,10394
Wilcox,Alabama,1131,AL, ,10373
Winnebago,Iowa,19189,IA, ,10354
Ralls,Missouri,29173,MO, ,10309
Scott,Arkansas,5127,AR, ,10281
Runnels,Texas,48399,TX, ,10264
Martin,Indiana,18101,IN, ,10255
Love,Oklahoma,40085,OK, ,10253
Keokuk,Iowa,19107,IA, ,10246
Nemaha,Kansas,20131,KS, ,10231
Clinton,Kentucky,21053,KY, ,10218
Washington,Idaho,16087,ID, ,10194
Early,Georgia,13099,GA, ,10190
Todd,South Dakota,46121,SD, ,10177
St. Helena,Louisiana,22091,LA, ,10132
Iron,Missouri,29093,MO, ,10125
Dimmit,Texas,48127,TX, ,10124
Chicot,Arkansas,5017,AR, ,10118
Bullock,Alabama,1011,AL, ,10101
Nowata,Oklahoma,40105,OK, ,10076
Latimer,Oklahoma,40077,OK, ,10073
Metcalfe,Kentucky,21169,KY, ,10071
Franklin,Iowa,19069,IA, ,10070
Holt,Nebraska,31089,NE, ,10067
Yuma,Colorado,8125,CO, ,10019
Emery,Utah,49015,UT, ,10012
Nome Census Area,Alaska,2180,AK, ,10004
Howard,Missouri,29089,MO, ,10001
Carroll,Mississippi,28015,MS, ,9947
Cumberland,Virginia,51049,VA, ,9932
Caldwell,Louisiana,22021,LA, ,9918
Montgomery,Iowa,19137,IA, ,9917
Leslie,Kentucky,21131,KY, ,9877
Marion,Texas,48315,TX, ,9854
Grundy,Missouri,29079,MO, ,9850
Jackson,Minnesota,27063,MN, ,9846
Ochiltree,Texas,48357,TX, ,9836
North Slope Borough,Alaska,2185,AK, ,9832
Sublette,Wyoming,56035,WY, ,9831
Stevens,Minnesota,27149,MN, ,9805
Wilkes,Georgia,13317,GA, ,9777
Lewis,Missouri,29111,MO, ,9776
Montgomery,Mississippi,28097,MS, ,9775
Grand,Utah,49019,UT, ,9754
Kemper,Mississippi,28069,MS, ,9742
Lowndes,Alabama,1085,AL, ,9726
Sac,Iowa,19161,IA, ,9721
Yellow Medicine,Minnesota,27173,MN, ,9709
Marshall,Kansas,20117,KS, ,9707
Linn,Kansas,20107,KS, ,9703
Clear Creek,Colorado,8019,CO, ,9700
Webster,Mississippi,28155,MS, ,9689
Calhoun,Iowa,19025,IA, ,9668
Johnson,Georgia,13167,GA, ,9643
Stillwater,Montana,30095,MT, ,9642
Tunica,Mississippi,28143,MS, ,9632
Jasper,Illinois,17079,IL, ,9610
Parmer,Texas,48369,TX, ,9605
White Pine,Nevada,32033,NV, ,9580
Brown,Kansas,20013,KS, ,9564
Humboldt,Iowa,19091,IA, ,9558
Ritchie,West Virginia,54085,WV, ,9554
Hickory,Missouri,29085,MO, ,9544
Rice,Kansas,20159,KS, ,9537
Greenlee,Arizona,4011,AZ, ,9498
Catahoula,Louisiana,22025,LA, ,9494
McCormick,South Carolina,45065,SC, ,9463
Beaverhead,Montana,30001,MT, ,9453
McLean,North Dakota,38055,ND, ,9450
Blaine,Oklahoma,40011,OK, ,9429
Jones,North Carolina,37103,NC, ,9419
Irwin,Georgia,13155,GA, ,9416
St. Clair,Missouri,29185,MO, ,9397
Clarke,Iowa,19039,IA, ,9395
Wayne,Nebraska,31179,NE, ,9385
Stephens,Texas,48429,TX, ,9366
Marshall,Minnesota,27089,MN, ,9336
Montmorency,Michigan,26119,MI, ,9328
Hamilton,Nebraska,31081,NE, ,9324
Rock,Minnesota,27133,MN, ,9315
Benewah,Idaho,16009,ID, ,9298
Charles Mix,South Dakota,46023,SD, ,9292
Swift,Minnesota,27151,MN, ,9266
Emmet,Iowa,19063,IA, ,9208
McLean,Kentucky,21149,KY, ,9207
Brewster,Texas,48043,TX, ,9203
Valdez-Cordova Census Area,Alaska,2261,AK, ,9202
Livingston,Kentucky,21139,KY, ,9194
Ozark,Missouri,29153,MO, ,9174
Montgomery,Georgia,13209,GA, ,9172
Pratt,Kansas,20151,KS, ,9164
Howard,Iowa,19089,IA, ,9158
Deer Lodge,Montana,30023,MT, ,9140
Somervell,Texas,48425,TX, ,9128
Pipestone,Minnesota,27117,MN, ,9126
Alger,Michigan,26003,MI, ,9108
Phelps,Nebraska,31137,NE, ,9034
Richmond,Virginia,51159,VA, ,9023
Caldwell,Missouri,29025,MO, ,9020
Forest,Wisconsin,55041,WI, ,9004
Davis,Iowa,19051,IA, ,9000
Claiborne,Mississippi,28021,MS, ,8988
Montgomery,Arkansas,5097,AR, ,8986
Custer,South Dakota,46033,SD, ,8972
Wilkinson,Georgia,13319,GA, ,8954
Rosebud,Montana,30087,MT, ,8937
Jack,Texas,48237,TX, ,8935
Perry,Alabama,1105,AL, ,8923
Cheyenne,Nebraska,31033,NE, ,8910
Greene,Iowa,19073,IA, ,8888
Palo Alto,Iowa,19147,IA, ,8886
Gallatin,Kentucky,21077,KY, ,8869
Lee,Arkansas,5077,AR, ,8857
Cuming,Nebraska,31039,NE, ,8846
Modoc,California,6049,CA, ,8841
Mathews,Virginia,51115,VA, ,8834
Clearwater,Minnesota,27029,MN, ,8818
Crittenden,Kentucky,21055,KY, ,8806
Woods,Oklahoma,40151,OK, ,8793
Cloud,Kansas,20029,KS, ,8786
Clearwater,Idaho,16035,ID, ,8756
Benton,Indiana,18007,IN, ,8748
Hancock,Kentucky,21091,KY, ,8722
Yoakum,Texas,48501,TX, ,8713
Kiowa,Oklahoma,40075,OK, ,8708
Maries,Missouri,29125,MO, ,8697
Allendale,South Carolina,45005,SC, ,8688
Carroll,Missouri,29033,MO, ,8679
Jenkins,Georgia,13165,GA, ,8676
Monroe,Missouri,29137,MO, ,8644
Wilcox,Georgia,13315,GA, ,8635
Wilkinson,Mississippi,28157,MS, ,8630
Monona,Iowa,19133,IA, ,8615
Dawson,Montana,30021,MT, ,8613
Madison,Montana,30057,MT, ,8600
Lucas,Iowa,19117,IA, ,8600
Tyler,West Virginia,54095,WV, ,8591
Dawes,Nebraska,31045,NE, ,8589
Archer,Texas,48009,TX, ,8553
Mitchell,Texas,48335,TX, ,8545
Terrell,Georgia,13273,GA, ,8531
Wilson,Kansas,20205,KS, ,8525
Clay,West Virginia,54015,WV, ,8508
Sitka City and Borough,Alaska,2220,AK, ,8493
Trimble,Kentucky,21223,KY, ,8471
Hamilton,Texas,48193,TX, ,8461
Hancock,Georgia,13141,GA, ,8457
Doddridge,West Virginia,54017,WV, ,8448
Johnson,Wyoming,56019,WY, ,8445
Red River,Louisiana,22081,LA, ,8442
Graham,North Carolina,37075,NC, ,8441
Lafayette,Florida,12067,FL, ,8422
Cedar,Nebraska,31027,NE, ,8402
Platte,Wyoming,56031,WY, ,8393
Turner,South Dakota,46125,SD, ,8384
Marion,Georgia,13197,GA, ,8359
Liberty,Florida,12077,FL, ,8354
Harrison,Missouri,29081,MO, ,8352
Knox,Nebraska,31107,NE, ,8332
Kusilvak Census Area,Alaska,2158,AK, ,8314
Bracken,Kentucky,21023,KY, ,8303
Daviess,Missouri,29061,MO, ,8278
Warren,Indiana,18171,IN, ,8265
Benton,Mississippi,28009,MS, ,8259
Quay,New Mexico,35037,NM, ,8253
Nevada,Arkansas,5099,AR, ,8252
Pocahontas,West Virginia,54075,WV, ,8247
Oscoda,Michigan,26135,MI, ,8241
San Augustine,Texas,48405,TX, ,8237
Choctaw,Mississippi,28019,MS, ,8210
Lyon,Kentucky,21143,KY, ,8210
Baraga,Michigan,26013,MI, ,8209
Conejos,Colorado,8021,CO, ,8205
Houston,Tennessee,47083,TN, ,8201
Murray,Minnesota,27101,MN, ,8194
Mercer,North Dakota,38057,ND, ,8187
Coffey,Kansas,20031,KS, ,8179
San Miguel,Colorado,8113,CO, ,8179
Coleman,Texas,48083,TX, ,8175
Shannon,Missouri,29203,MO, ,8166
Atkinson,Georgia,13003,GA, ,8165
Lake,Colorado,8065,CO, ,8127
Twiggs,Georgia,13289,GA, ,8120
Hamilton,Illinois,17065,IL, ,8116
Webster,West Virginia,54101,WV, ,8114
Greene,Alabama,1063,AL, ,8111
Schoolcraft,Michigan,26153,MI, ,8094
Seminole,Georgia,13253,GA, ,8090
Perry,Tennessee,47135,TN, ,8076
Humphreys,Mississippi,28053,MS, ,8064
Prairie,Arkansas,5117,AR, ,8062
Traill,North Dakota,38097,ND, ,8036
Keith,Nebraska,31101,NE, ,8034
Lemhi,Idaho,16059,ID, ,8027
Taylor,Georgia,13269,GA, ,8020
Butler,Nebraska,31023,NE, ,8016
Winkler,Texas,48495,TX, ,8010
Clay,Kansas,20027,KS, ,8002
Turner,Georgia,13287,GA, ,7985
McCulloch,Texas,48307,TX, ,7984
Franklin city,Virginia,51620,VA, ,7967
Cleveland,Arkansas,5025,AR, ,7956
Lincoln,Georgia,13181,GA, ,7921
Ballard,Kentucky,21007,KY, ,7888
Kane,Utah,49025,UT, ,7886
Searcy,Arkansas,5129,AR, ,7881
Decatur,Iowa,19053,IA, ,7870
Lake,Oregon,41037,OR, ,7869
Richardson,Nebraska,31147,NE, ,7865
Anderson,Kansas,20003,KS, ,7858
Wheeler,Georgia,13309,GA, ,7855
Boise,Idaho,16015,ID, ,7831
Gilmer,West Virginia,54021,WV, ,7823
Washakie,Wyoming,56043,WY, ,7805
Thomas,Kansas,20193,KS, ,7777
Merrick,Nebraska,31121,NE, ,7755
Newton,Arkansas,5101,AR, ,7753
Franklin,Mississippi,28037,MS, ,7713
Monroe,Iowa,19135,IA, ,7707
Power,Idaho,16077,ID, ,7681
Goliad,Texas,48175,TX, ,7658
Major,Oklahoma,40093,OK, ,7629
Ferry,Washington,53019,WA, ,7627
Northwest Arctic Borough,Alaska,2188,AK, ,7621
Clay,Tennessee,47027,TN, ,7615
Doniphan,Kansas,20043,KS, ,7600
Crook,Wyoming,56011,WY, ,7584
Dade,Missouri,29057,MO, ,7561
Castro,Texas,48069,TX, ,7530
La Salle,Texas,48283,TX, ,7520
Elliott,Kentucky,21063,KY, ,7517
Pleasants,West Virginia,54073,WV, ,7460
Lexington city,Virginia,51678,VA, ,7446
Chariton,Missouri,29041,MO, ,7426
Lee,Kentucky,21129,KY, ,7403
Swisher,Texas,48437,TX, ,7397
Valley,Montana,30105,MT, ,7396
Harney,Oregon,41025,OR, ,7393
Worth,Iowa,19195,IA, ,7381
Rappahannock,Virginia,51157,VA, ,7370
Childress,Texas,48075,TX, ,7306
Hutchinson,South Dakota,46067,SD, ,7291
Pepin,Wisconsin,55091,WI, ,7287
Dallam,Texas,48111,TX, ,7287
Nicholas,Kentucky,21181,KY, ,7269
Tillman,Oklahoma,40141,OK, ,7250
Forest,Pennsylvania,42053,PA, ,7247
Grand Isle,Vermont,50013,VT, ,7235
Thurston,Nebraska,31173,NE, ,7224
Wallowa,Oregon,41063,OR, ,7208
Grant,Oregon,41023,OR, ,7199
Wolfe,Kentucky,21237,KY, ,7157
Caribou,Idaho,16029,ID, ,7155
Kingman,Kansas,20095,KS, ,7152
Adair,Iowa,19001,IA, ,7152
Grant,Kansas,20067,KS, ,7150
Pierce,Nebraska,31139,NE, ,7148
Calhoun,West Virginia,54013,WV, ,7109
Kit Carson,Colorado,8063,CO, ,7097
Brooks,Texas,48047,TX, ,7093
Union,Indiana,18161,IN, ,7054
Grant,South Dakota,46051,SD, ,7052
Jefferson,Nebraska,31095,NE, ,7046
Van Buren,Iowa,19177,IA, ,7044
King and Queen,Virginia,51097,VA, ,7025
Lake,Tennessee,47095,TN, ,7016
Dallas,Arkansas,5039,AR, ,7009
Bailey,Texas,48017,TX, ,7000
Jefferson,Mississippi,28063,MS, ,6990
Cameron,Louisiana,22023,LA, ,6973
Nemaha,Nebraska,31127,NE, ,6972
Pendleton,West Virginia,54071,WV, ,6969
Charles City,Virginia,51036,VA, ,6963
Fremont,Iowa,19071,IA, ,6960
Refugio,Texas,48391,TX, ,6948
Wabaunsee,Kansas,20197,KS, ,6931
Weston,Wyoming,56045,WY, ,6927
Bon Homme,South Dakota,46009,SD, ,6901
Treutlen,Georgia,13283,GA, ,6901
Huerfano,Colorado,8055,CO, ,6897
Southeast Fairbanks Census Area,Alaska,2240,AK, ,6893
Powell,Montana,30077,MT, ,6890
East Carroll,Louisiana,22035,LA, ,6861
Ida,Iowa,19093,IA, ,6860
Russell,Kansas,20167,KS, ,6856
Tucker,West Virginia,54093,WV, ,6839
Benson,North Dakota,38005,ND, ,6832
Saguache,Colorado,8109,CO, ,6824
Pembina,North Dakota,38067,ND, ,6801
Clark,Missouri,29045,MO, ,6797
Quitman,Mississippi,28119,MS, ,6792
Randolph,Georgia,13243,GA, ,6778
Schuyler,Illinois,17169,IL, ,6768
Pershing,Nevada,32027,NV, ,6725
Fall River,South Dakota,46047,SD, ,6713
Beaver,Utah,49001,UT, ,6710
Presidio,Texas,48377,TX, ,6704
Monroe,Arkansas,5095,AR, ,6701
Blaine,Montana,30005,MT, ,6681
Henderson,Illinois,17071,IL, ,6646
Lafayette,Arkansas,5073,AR, ,6624
Lac qui Parle,Minnesota,27073,MN, ,6623
Stewart,Georgia,13259,GA, ,6621
Hancock,Tennessee,47067,TN, ,6620
Pocahontas,Iowa,19151,IA, ,6619
Clinch,Georgia,13065,GA, ,6618
Cumberland,Kentucky,21057,KY, ,6614
Brown,Illinois,17009,IL, ,6578
Moody,South Dakota,46101,SD, ,6576
Gentry,Missouri,29075,MO, ,6571
Kearney,Nebraska,31099,NE, ,6495
Menifee,Kentucky,21165,KY, ,6489
Moore,Tennessee,47127,TN, ,6488
Buena Vista city,Virginia,51530,VA, ,6478
Burt,Nebraska,31021,NE, ,6459
Howard,Nebraska,31093,NE, ,6445
Wayne,Iowa,19185,IA, ,6441
Surry,Virginia,51181,VA, ,6422
Pawnee,Kansas,20145,KS, ,6414
Edwards,Illinois,17047,IL, ,6395
Spink,South Dakota,46115,SD, ,6376
Norman,Minnesota,27107,MN, ,6375
Galax city,Virginia,51640,VA, ,6347
Rio Blanco,Colorado,8103,CO, ,6324
Woodruff,Arkansas,5147,AR, ,6320
Antelope,Nebraska,31003,NE, ,6298
Bottineau,North Dakota,38009,ND, ,6282
Bland,Virginia,51021,VA, ,6280
Reynolds,Missouri,29179,MO, ,6270
Gilpin,Colorado,8047,CO, ,6243
Broadwater,Montana,30007,MT, ,6237
Garza,Texas,48169,TX, ,6229
Luce,Michigan,26095,MI, ,6229
Wilkin,Minnesota,27167,MN, ,6207
Clay,Nebraska,31035,NE, ,6203
Prince of Wales-Hyder Census Area,Alaska,2198,AK, ,6203
Talbot,Georgia,13263,GA, ,6195
Calhoun,Georgia,13037,GA, ,6189
Hamlin,South Dakota,46057,SD, ,6164
Essex,Vermont,50009,VT, ,6163
Teton,Montana,30099,MT, ,6147
Bear Lake,Idaho,16007,ID, ,6125
Taylor,Iowa,19173,IA, ,6121
Ellsworth,Kansas,20053,KS, ,6102
Sullivan,Missouri,29211,MO, ,6089
Sullivan,Pennsylvania,42113,PA, ,6066
Crowley,Colorado,8025,CO, ,6061
San Saba,Texas,48411,TX, ,6055
Jefferson,Oklahoma,40067,OK, ,6002
Gray,Kansas,20069,KS, ,5988
Carter,Missouri,29035,MO, ,5982
Greenwood,Kansas,20073,KS, ,5982
Mitchell,Kansas,20123,KS, ,5979
Grant,Minnesota,27051,MN, ,5972
Fulton,Kentucky,21075,KY, ,5969
Osceola,Iowa,19143,IA, ,5958
Lynn,Texas,48305,TX, ,5951
Shelby,Missouri,29205,MO, ,5930
